Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Operating System,VM Host,Connected SCADA Server,Asset Contact Person,Comments
Room,JD_AK-5_MCRS,JD_AK-5_MCRS_SCADA-SRV1,SCADA Server-1,,SCADA Server,Dell,PowerEdge,PowerEdge R210 II,,,Windows10,,,,
Room,JD_AK-5_MCRS,JD_AK-5_MCRS_SCADA-SRV-2,SCADA Server-2,,SCADA Server,Dell,PowerEdge,PowerEdge R210 II,,,Windows10,,,,
Room,JD_AK-5_MCRS,JD_AK-5_MCRS_DB-SRV,Database Server,,Database Server,Dell,PowerEdge,PowerEdge R210 II,,,Windows10,,,,
Room,JD_AK-5_MCRS,JD_AK-5_MCRS_OWS-N1,Operator Workstation N-1,,Operator Workstation,Dell,PowerEdge,PowerEdge R210 II,,,Windows10,,,,
Room,JD_AK-5_MCRS,JD_AK-5_MCRS_OWS-N2,Operator Workstation N-2,,Operator Workstation,Dell,PowerEdge,PowerEdge R210 II,,,Windows10,,,,
Room,JD_AK-5_MCRS,JD_AK-5_MCRS_LJP,Laser Jet Printer,,Printer,,,,,,,,,,
Room,JD_AK-5_MCRS,JD_AK-5_MCRS_DMP,Dot Matrix Printer,,Printer,,,,,,,,,,
Room,JD_SZSS_MCRS,JD_SZSS_MCRS_DMP,Dot Matrix Printer,,Printer,,,,,,,,,,
Room,JD_SZSS_MCRS,JD_SZSS_MCRS_VCST1,Vijeo Citect SCADA Terminal 1,,SCADA Terminal 1,Dell,OptiPlex,OptiPlex 3020,,,,,,,
Room,JD_SZSS_MCRS,JD_SZSS_MCRS_VCST2,Vijeo Citect SCADA Terminal 2,,SCADA Terminal 2,Dell,OptiPlex,OptiPlex 3020,,,,,,,
Room,JD_AP1-WWTP_MCRS,JD_AP1-WWTP_MCRS_ETS,Engineering Terminal Server,Engineering Server,Engineering Terminal Server,HP,ProDisplay P221,,,,Microsft Windows XP Professional 2002,,,,
Room,JD_AP1-WWTP_MCRS,JD_AP1-WWTP_MCRS_C-01,Client - 01,Client System 1,Client Workstation,HP,ProDisplay P222 va,,,,Microsft Windows XP Professional 2002,,,,
Room,JD_AP1-WWTP_MCRS,JD_AP1-WWTP_MCRS_C-02,Client - 02,Client System 2,Client Workstation,HP,ProDisplay P221,,,,Microsft Windows XP Professional 2002,,,,
Room,JD_AP1-WWTP_MCRS,JD_AP1-WWTP_MCRS_C-03,Client - 03,Client System 3,Client Workstation,HP,ProDisplay P221,,,,Microsft Windows XP Professional 2002,,,,
Room,JD_AP1-WWTP_MCRS,JD_AP1-WWTP_MCRS_DJP,Desk Jet Printer,Desk Jet Prniter,Printer,,,,,,,,,,
Room,TF_MAT_RM22,TCBU_MAT_REDCOM_COMP,TCBU_MAT_REDCOM_COMP,Redcom Data Logger Computer,Data Logger Computer,,,,,,,,,,
Room,TF_MAT_OCC,TPROSCDPHYMATOWS01,TPROSCDPHYMATOWS01,New SCADA Operator Workstation 01,Operator Workstation,,,,,,,,,,
Room,TF_MAT_OCC,TPROSCDPHYMATOWS02,TPROSCDPHYMATOWS02,New SCADA Operator Workstation 02,Operator Workstation,,,,,,,,,,
Room,TF_MAT_OCC,TCBU_MAT_OWS1,TCBU_MAT_OWS1,Old SCADA Operator Workstation 01,Operator Workstation,,,,,,,,,,
Room,TF_MAT_OCC,TCBU_MAT_OWS2,TCBU_MAT_OWS2,Old SCADA Operator Workstation 02,Operator Workstation,,,,,,,,,,
Room,TF_MAT_OCC,TCBU_MAT_OWS3,TCBU_MAT_OWS3,Old SCADA Operator Workstation 03,Operator Workstation,,,,,,,,,,
Room,TF_MAT_OCC,TCBU_MAT_OWS4,TCBU_MAT_OWS4,Old SCADA Operator Workstation 04,Operator Workstation,,,,,,,,,,
Room,TF_MAT_OCC,TCBU_MAT_VWSVR,TCBU_MAT_VWSVR,SCADA Video Wall Server,Video Wall Server,,,,,,,,,,
Room,TF_MAT_OCC,TPROSCDGR001,TPROSCDGR001,Galaxy Repository Server,GR VM,,,,,,,TPROSCDPHYMAT01,,,
Room,TF_MAT_OCC,TPROSCDHIS001,TPROSCDHIS001,Historian Server,HIS VM,,,,,,,TPROSCDPHYMAT02,,,
Room,TF_MAT_OCC,TPROSCDAOS1/DAS1,TPROSCDAOS1/DAS1,Automation Object Server 01/ Data Access Server 01,AOS/DAS VM,,,,,,,TPROSCDPHYMAT01,,,
Room,TF_MAT_OCC,TPROSCDAOS2/DAS2,TPROSCDAOS2/DAS2,Automation Object Server 02/ Data Access Server 02,AOS/DAS VM,,,,,,,TPROSCDPHYMAT02,,,
Room,JD_AP1-LS_ADM,JD_AP1-LS_ADM_WS1,JD_AP1-LS_ADM_WS1,Admin Workstation 01,Workstation,,,,,,,,,,
Room,JD_AP1-LS_ADM,JD_AP1-LS_ADM_WS2,JD_AP1-LS_ADM_WS2,Admin Workstation 02,Workstation,,,,,,,,,,
Room,JD_PSB_PSB_SO,JDPSBOCCSCD03,JDPSBOCCSCD03,Wonderware Client 3,Engineering workstation,,,,,,,,,,
Room,JD_PSB_PSB_SO,JDPSBOCCSCD04,JDPSBOCCSCD04,Wonderware Client 4,Engineering workstation,,,,,,,,,,
Room,HQ_MB_DC,HQ_SCOMSERVER,HQ_SCOMSERVER,SCOM Server ,SCOM  SERVER,,,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_CLIENT01,CLIENT01,Client System 1,Client Workstation,LENOVO,10TX000AAX,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_CLINET02,CLINET02,Client System 2,Client Workstation,LENOVO,10TX000AAX,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_CLIENT03,CLIENT03,,,,,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_CLIENT04,CLIENT04,Client System 4,Client Workstation,LENOVO,10TX000AUM,,,,,,,,
Room,MD_USB_OMB_MR,MD_USB_OMB_MR_CLIENT05,CLIENT05,Client System 5,Client Workstation,LENOVO,10TX000AUM,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_CLIENT06,CLIENT06,Client System 6,Client Workstation,LENOVO,10TX000AUM,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_CLIENT07,CLIENT07,Client System 7,Client Workstation,LENOVO,10TX000AUM,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_CLIENT08,CLIENT08,Client System 8,Client Workstation,LENOVO,10TX000AUM,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_CLIENT10,CLIENT10,Client System 9,,,,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_DESKTOP-65F1HBA,DESKTOP-65F1HBA,,,,,,,,,,,,
Room,MD_USB_OMB_CCR,MD_USB_OMB_CCR_DESKTOP-P5NI9EU,DESKTOP-P5NI9EU,,,,,,,,,,,,
Room,MD_USB_OMB_DC,MD_USB_OMB_DC_MDPROSCDAOSMDN1,MDPROSCDAOSMDN1,Automation Object Server 1,AOS VM,,,,,,,MDPROSCDPHYMDN1,,,
Room,MD_USB_OMB_DC,MD_USB_OMB_DC_MDPROSCDAOSMDN2,MDPROSCDAOSMDN2,Automation Object Server 2,AOS VM,,,,,,,MDPROSCDPHYMDN2,,,
Room,MD_USB_OMB_DC,MD_USB_OMB_DC_MDPROSCDGRMDN01,MDPROSCDGRMDN01,Galaxy Repository Server,GR VM,,,,,,,MDPROSCDPHYMDN2,,,
Room,MD_USB_OMB_DC,MD_USB_OMB_DC_MDPROSCDHISMDN1,MDPROSCDHISMDN1,Historian Server 1,HIS VM,,,,,,,MDPROSCDPHYMDN1,,,
Room,MD_USB_OMB_DC,MD_USB_OMB_DC_MDPROSCDHISMDN2,MDPROSCDHISMDN2,Historian Server 2,HIS VM,,,,,,,MDPROSCDPHYMDN2,,,
Room,MD_USB_OMB_DC,MD_USB_OMB_DC_MDPROSCDPHYMDN1,MDPROSCDPHYMDN1,Host Server 1,Physical Host,HPE,ProLiant DL380 Gen10,,,,,,,,
Room,MD_USB_OMB_DC,MD_USB_OMB_DC_MDPROSCDPHYMDN2,MDPROSCDPHYMDN2,Host Server 2,Physical Host,HPE,ProLiant DL380 Gen10,,,,,,,,
Room,MD_USB_OMB_DC,MD_USB_OMB_DC_MEDOTDC01,MEDOTDC01,Domain Controller,Domain Controller,Dell Inc.,PowerEdge R740,,,,,,,,
Room,TF_ARJ_MCR,TCBU_ARJ_IO_SERVER,TCBU_ARJ_IO_SERVER,Siemens IO Server,IO Server,,,,,,,,,,
Room,TF_ARJ_MCR,TCBU_ARJ_AOS-1,TCBU_ARJ_AOS-1,Automation Object Server 1,AOS VM,,,,,,,,,,
Room,TF_ARJ_MCR,TCBU_ARJ_AOS-2,TCBU_ARJ_AOS-2,Automation Object Server 2,AOS VM,,,,,,,,,,
Room,TF_ARJ_MCR,TCBU_ARJ_HISTORIAN,TCBU_ARJ_HISTORIAN,Historian Server,HIS VM,,,,,,,,,,
Room,TF_ARJ_MCR,TPROSCDARJPHY01,TPROSCDARJPHY01,Host Server 1,Physical Host,,,,,,,,,,
Room,TF_ARJ_MCR,TPROSCDARJPHY02,TPROSCDARJPHY02,Host Server 2,Physical Host,,,,,,,,,,
Room,TF_ARJ_MCR,TCBU_ARJ_CLIENT_1,TCBU_ARJ_CLIENT_1,Client System 1,Client Workstation,,,,,,,,,,
Room,TF_ARJ_MCR,TCBU_ARJ_CLIENT_2,TCBU_ARJ_CLIENT_2,Client System 2,Client Workstation,,,,,,,,,,
Room,TF_ARJ_MCR,TCBU_ARJ_CLIENT_3,TCBU_ARJ_CLIENT_3,Client System 3,Client Workstation,,,,,,,,,,
Room,TF_ARJ_MCR,TCBU_ARJ_WALL_SERVER,TCBU_ARJ_WALL_SERVER,Wall Server,Wall Server,,,,,,,,,,
Room,TF_WAQ_MCR,TCBU_WAQ_SCD_SVR,TCBU_WAQ_SCD_SVR,SCADA Server,SCADA Server,,,,,,,,,,
Room,TF_WAQ_MCR,TCBU_WAQ_OWS,TCBU_WAQ_OWS,Operator Workstation,Operator Workstation,,,,,,,,,,
Room,TF_ST_MCR,TCBU_ST_SCD_SVR,TCBU_ST_SCD_SVR,SCADA Server,SCADA Server,,,,,,,,,,
Room,TF_ST_MCR,TPROSCDPHYST01,TPROSCDPHYST01,Host Server,Physical Host,Dell,Optiplex 7010,,,,,,,,
Room,TF_ST_MCR,TCBU_ST_OWS,TCBU_ST_OWS,Operator Workstation,Operator Workstation,Dell,Optiplex 7010,,,,,,,,
Building,MA_PS9_SCB,MA_PS9_CBU_AOS_DAS_W,CBU_AOS_DAS_W,Faulty,,,,,,,Power_off_1,,,,
Building,MA_PS9_SCB,MA_PS9_TCBU_AOS_DAS,TCBU_AOS_DAS,Historian/AOS/DAS,Historian/AOS/DAS,Dell,OptiPlex 9010,,,,Windows 7,,,,
Building,RD_E10_ADB,rd-et10-ws-01,rd-et10-ws-01,Scada Client system 1,EWS,,,,,Z_SCADA,,,,,
Building,RD_E10_ADB,rd-et10-ws-02,rd-et10-ws-02,Scada Client system 2,EWS,,,,,Z_SCADA,,,,,
Building,RD_E10_ADB,rd-et10-ws-03,rd-et10-ws-03,Scada Client system 3,EWS,,,,,Z_SCADA,,,,,
Building,RD_E10_ADB,rd-et10-ws-04,rd-et10-ws-04,Scada Client system 4,EWS,,,,,,,,,,
Building,RD_E10_ADB,RDOTE10PHY1,RDOTE10PHY1,Management server Physical Host ,Physial host,,,,,,Windows Server 2016 DC,,,,
Building,RD_E10_ADB,RDOTE10ADM01,RDOTE10ADM01,VM for ADC,ADC,,,,,,Windows Server 2016 Standard Edition,,,,
Building,RD_E10_ADB,RDOTE10ADM02,RDOTE10ADM02,VM for Management server,MGMT server,,,,,,Windows Server 2016 Standard Edition,,,,
Building,RD_E10_ADB,RDOTE10PHY02,RDOTE10PHY02,New SCADA Physical server,Physial host,,,,,,Windows Server 2016 Standard Edition,,,,
Building,RD_E10_ADB,RPROSCDDAS001,RPROSCDDAS001,New DAS,DAS,,,,,,Windows Server 2016 Standard Edition,,,,
Building,RD_E10_ADB,RPROSCDGRWTP001,RPROSCDGRWTP001,New GR for WTP,GR,,,,,,Windows Server 2016 Standard Edition,,,,
Building,RD_E10_ADB,RDOTE10PHY03,RDOTE10PHY03,New SCADA Physical server,Phycal host,,,,,,Windows Server 2016 Standard Edition,,,,
Building,RD_E10_ADB,RPROSCDAOS001,RPROSCDAOS001,New AOS,AOS,,,,,,Windows Server 2016 Standard Edition,,,,
Building,RD_E10_ADB,RPROSCDHIS002,RPROSCDHIS002,New Historian,Historian,,,,,,Windows Server 2016 Standard Edition,,,,
Building,RD_E10_ADB,RCBU_HMI_08,RCBU_HMI_08,Workstation,Operator Workstation,,,,,,Windows 10,,,,
Building,RD_E10_ADB,RCBU_HMI_09,RCBU_HMI_09,workstation,Operator Workstation,,,,,,Windows 10,,,,
Building,RD_E10_ADB,RCBU_HMI_07,RCBU_HMI_07,workstation,Operator Workstation,,,,,,Windows 10,,,,
Building,RD_E10_ADB,RD-ET10_rproscasca001,rproscasca001,,Physical Host,,,,,,Window server 2016 ,,,,
Building,RD_E10_ADB,RD-ET10_RPROSCDALRDB01,RPROSCDALRDB01,,Alarm system VM,,,,,,Window server 2016 ,,,,
Building,RD_E10_ADB,RD-ET10_rproscasca000,rproscasca000,,Physical Host,,,,,,Window server 2016 ,,,,
Building,RD_E10_ADB,RD-ET10_RPROSCDALRAP01,RPROSCDALRAP01,,Alarm system VM,,,,,,Window server 2016 ,,,,
Building,RD_E10_ADB,RD-ET10_ CTRLROOMDSPLY ,RD-ET10_ CTRLROOMDSPLY ,Barco Video Server,Control Room Display Screen,Barco,NGP-410,,9710210103,,Window 7,,,,
Building,JD_AP1-LS_MCC1,JD_AP1-LS_MCC1_SRV1,JD_AP1-LS_MCC1_SRV1,Primary Server,Server,Dell,PowerEdgeR710,,,,,,,,
Building,JD_AP1-LS_MCC1,JD_AP1-LS_MCC1_SRV2,JD_AP1-LS_MCC1_SRV2,Secondary Server,Server,Dell,PowerEdgeR710,,,,,,,,
Building,JD_AP1-LS_MCC1,JD_AP1-LS_MCC1_SRV3,JD_AP1-LS_MCC1_SRV3,Historian Server,Historian,Dell,,,,,,,,,
Building,JD_AP1-LS_MCC1,JD_AP1-LS_MCC1_ESWS1,JD_AP1-LS_MCC1_ESW1,East SCADA Workstation 01,Workstation,,,,,,,,,,
Building,JD_AP1-LS_MCC1,JD_AP1-LS_MCC1_ESWS2,JD_AP1-LS_MCC1_ESW2,East SCADA Workstation 02,Workstation,,,,,,,,,,
Building,JD_AP1-LS_MCC1,JD_AP1-LS_MCC1_ESWS3,JD_AP1-LS_MCC1_ESW3,East SCADA Workstation 03,Workstation,,,,,,,,,,
Building,JD_AP1-LS_MCC2,JD_AP1-LS_MCC2_WSWS1,JD_AP1-LS_MCC2_WSW1,West SCADA Workstation 01,Workstation,,,,,,,,,,
Building,JD_AP1-LS_MCC2,JD_AP1-LS_MCC2_WSWS2,JD_AP1-LS_MCC2_WSW2,West SCADA Workstation 02,DAS,,,,,,Windows 8,,,,
Site,EX-17,RD_EX-17_DAS,RD_EX-17_DAS,Workstation,SQL,,,,,,Windows 8,,,,
Site,EX-17,RD_EX-17_SQL,RD_EX-17_SQL,Workstation,,,,,,,Windows 8,,,,
Site,EX-17,RD_EX-17_ABC,RD_EX-17_ABC,Workstation,GR,,,,,,Windows Server 2012R2,,,,
Site,EX-17,RPROSCDGRS001,RPROSCDGRS001,GR,Historian,,,,,,Windows Server 2012R2,,,,
Site,EX-17,RPROSCDGRHIS1,RPROSCDGRHIS1,Historian,Historian,,,,,,Windows Server 2012R2,,,,
Site,EX-17,RPROSCADHIST4,RPROSCADHIST4,Historian,Historian,,,,,,Windows Server 2012R2,,,,
Site,EX-17,RPROSCADHIST2,RPROSCADHIST2,Historian,Historian,,,,,,Windows Server 2012R2,,,,
Site,EX-17,RPROSCADHIST3,RPROSCADHIST3,Historian,Physical host,,,,,,,,,,
Site,EX-17,RDOTE17PHY01,RDOTE17PHY01,New server for smart operations,DAS,,,,,,,,,,
Site,EX-17,RPROSCDDAS002,RPROSCDDAS002,New DAS,,,,,,,,,,,
Site,EX-17,RPROSCDPCWN001,RPROSCDPCWN001,New SmartsOps server,,,,,,,,,,,
Site,EX-17,RPROSCDI2O001,RPROSCDI2O001,New SmartsOps server,Physical host,,,,,,,,,,
Site,EX-17,RDOTE17PHY02,RDOTE17PHY02,New SCADA Server physical host,GR,,,,,,,,,,
Site,EX-17,RPROSCDGRSTP01,RPROSCDGRSTP01,New WWTP GR,AOS,,,,,,,,,,
Site,EX-17,RPROSCDAOS002,RPROSCDAOS002,New AOS,Historian,,,,,,,,,,
Site,EX-17,RPROSCDHIS003,RPROSCDHIS003,New Historian,Physical host,,,,,,,,,,
Site,EX-17,RDOTE17PHY03,RDOTE17PHY03,New SCADA Server physical host,Server,,,,,,Windows Server 2012R2,,,,
Site,TGNW,RD_RPROTGNWSCDDAS1,RPROTGNWSCDDAS1,Server,Server,,,,,,Windows Server 2012R2,,,,
Site,TGNW,RD_RPROTGNWSCDDAS2,RPROTGNWSCDDAS2,Server,Server,,,,,,Windows Server 2012R2,,,,
Site,TGNW,RD_RPROTGNWSCDHIS1,RPROTGNWSCDHIS1,Server,Workstation,,,,,,Windows 10,,,,
Site,TGNW,RD_TGNW-HMI-01,TGNW-HMI-01,Workstation,Workstation,,,,,,Windows 10,,,,
Site,TGNW,RD_TGNW-HMI-02,TGNW-HMI-02,Workstation,Historian,,,,,,Windows Server 2012R2,,,,
Site,MLZ-WTP,RPROSCDMLZHIS01,RPROSCDMLZHIS01,Historian,Workstation,,,,,,Windows 8,,,,
Site,MLZ-WTP,MLZ_HMI_003,MLZ_HMI_003,Workstation,Workstation,,,,,,Windows 8,,,,
Site,MLZ-WTP,MLZ_HMI_002,MLZ_HMI_002,Workstation,Workstation,,,,,,Windows 8,,,,
Site,MLZ-WTP,MLZ_HMI_001,MLZ_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,MLZ-WTP,MLZ_HMI_004,MLZ_HMI_004,Workstation,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,MLZ-WTP,MLZ_AOS_DAS1,MLZ_AOS_DAS1,AOS-DAS,Workstation,,,,,,,,,,
Site,MLZ-WTP,MLZ_HMI_005,MLZ_HMI_005,Workstation,Workstation,,,,,,Windows 10,,,,
Site,MLZ-WTP,MLZ_HMI_006,MLZ_HMI_006,Workstation,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,MLZ-WTP,MLZ_AOS_DAS2,MLZ_AOS_DAS2,AOS-DAS,GR+historian,,,,,,Windows Server 2016,,,,
Site,BWB-WTP,BWB_GR,BWB_GR,GR+historian,AOS-DAS,,,,,,Windows Server 2016,,,,
Site,BWB-WTP,BWB_AOS_DAS_1,BWB_AOS_DAS_1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2016,,,,
Site,BWB-WTP,BWB_AOS_DAS_2,BWB_AOS_DAS_2,AOS-DAS,Workstation,,,,,,Windows 10,,,,
Site,BWB-WTP,BWB_AOS_ABC,BWB_AOS_ABC,Workstation,Workstation,,,,,,Windows 10,,,,
Site,BWB-WTP,BWB_AOS_CDE,BWB_AOS_CDE,Workstation,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,MNF-WTP,MNF_AOS_DAS1,MNF_AOS_DAS1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,MNF-WTP,MNF_AOS_DAS2,MNF_AOS_DAS2,AOS-DAS,Historian,,,,,,Windows Server 2012R2,,,,
Site,MNF-WTP,RPROSCDMNFHIS01,RPROSCDMNFHIS01,Historian,Workstation,,,,,,Windows 8,,,,
Site,MNF-WTP,MNF_HMI_002,MNF_HMI_002,Workstation,Workstation,,,,,,Windows 8,,,,
Site,MNF-WTP,MNF_HMI_001,MNF_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,MNF-WTP,MNF_HMI_003,MNF_HMI_003,Workstation,,,,,,,,,,,
Site,MNF-WTP,MNF_HMI_005,MNF_HMI_005,Workstation,Workstation,,,,,,Windows 8,,,,
Site,MNF-WTP,MNF_HMI_004,MNF_HMI_004,Workstation,Workstation,,,,,,Windows 10,,,,
Site,MNF-WTP,MNF_HMI_006,MNF_HMI_006,Workstation,Workstation,,,,,,Windows 8,,,,
Site,SLB-WTP,SLB_WL_HMI_001,SLBWL_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,SLB-WTP,SLB_WL_HMI_ABC,SLBWL_HMI_ABC,Workstation,AOS-DAS,,,,,,Windows Server 2008 R2,,,,
Site,SLB-WTP,SLB_AOS_DAS_1,SLB_AOS_DAS_1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2008 R2,,,,
Site,SLB-WTP,SLB_AOS_DAS_2,SLB_AOS_DAS_2,AOS-DAS,Historian,,,,,,Windows Server 2008 R2,,,,
Site,SLB-WTP,SLB_INSQL_2,SLB_INSQL_2,Historian,Workstation,,,,,,Windows 8,,,,
Site,SLB-WTP,SLB_HMI_002,SLB_HMI_002,Workstation,Workstation,,,,,,Windows 8,,,,
Site,SLB-WTP,SLB_HMI_001,SLB_HMI_001,Workstation,Workstation,,,,,,Windows 7,,,,
Site,SLB-WTP,SLB_HMI_ABC,SLB_HMI_ABC,Workstation,Server,,,,,,Windows Server 2008 R2,,,,
Site,SLB-WTP,SLB_SCADA-SERVER_01,SCADA-SERVER_01,Server,Server,,,,,,Windows Server 2008 R2,,,,
Site,SLB-WTP,SLB_SCADA-SERVER_02,SCADA-SERVER_02,Server,Server,,,,,,Windows Server 2008 R2,,,,
Site,SLB-WTP,SLB_GRHIST,SLB_GRHIST,Server,Workstation,,,,,,Windows 7,,,,
Site,SLB-WTP,SLB_001,SLB_001,Workstation,Workstation,,,,,,Windows 7,,,,
Site,SLB-WTP,SLB_002,SLB_002,Workstation,Workstation,,,,,,Windows 7,,,,
Site,SLB-WTP,SLB_003,SLB_003,Workstation,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,SHM-WTP,SHM_AOS_DAS1,SHM_AOS_DAS1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,SHM-WTP,SHM_AOS_DAS2,SHM_AOS_DAS2,AOS-DAS,Historian,,,,,,Windows Server 2012R2,,,,
Site,SHM-WTP,RPROSCDSHMHIS01,RPROSCDSHMHIS01,Historian,Workstation,,,,,,Windows 8,,,,
Site,SHM-WTP,SHM_HMI_01,SHM_HMI_01,Workstation,Workstation,,,,,,Windows 8,,,,
Site,SHM-WTP,SHM_HMI_03,SHM_HMI_03,Workstation,Workstation,,,,,,Windows 8,,,,
Site,SHM-WTP,SHM_HMI_04,SHM-HMI-04,Workstation,Workstation,,,,,,Windows 8,,,,
Site,SHM-WTP,SHM_HMI_05,SHM_HMI_05,Workstation,Workstation,,,,,,Windows 7,,,,
Site,TGC,TGC_HMI_001,TGC_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,TGC,TGCHMI002,TGCHMI002,Workstation,New Opeartor Workstation,,,,,,Windows 10 Ent,,,,
Site,TGC,TGC_HMI_005,TGC_HMI_005,Workstation,Workstation,,,,,,Windows 8,,,,
Site,TGC,TGCHMI004,TGCHMI004,Workstation,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,WAS-WTP,WAS_AOS_DAS2,WAS_AOS_DAS2,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,WAS-WTP,WAS_AOS_DAS1,WAS_AOS_DAS1,AOS-DAS,Workstation,,,,,,Windows 8,,,,
Site,WAS-WTP,WAS_HMI_002,WAS_HMI_002,Workstation,Workstation,,,,,,Windows 8,,,,
Site,WAS-WTP,WAS_HMI_001,WAS_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,WAS-WTP,WAS_HMI_003,WAS_HMI_003,Workstation,Workstation,,,,,,Windows 8,,,,
Site,WAS-WTP,WAS_HMI_004,WAS_HMI_004,Workstation,Workstation,,,,,,Windows 8,,,,
Site,WAS-WTP,WAS_HMI_005,WAS_HMI_005,Workstation,GR Server,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMNFWWTPSCDG3,RYDMNFWWTPSCDG3,GR Server,DAS Server,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDD1,RYDMANFWWTPSCDD1,DAS Server,DAS Server,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDD2,RYDMANFWWTPSCDD2,DAS Server,Opeartor Workstation,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDW1,RYDMANFWWTPSCDW1,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDW2,RYDMANFWWTPSCDW2,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDW3,RYDMANFWWTPSCDW3,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDW4,RYDMANFWWTPSCDW4,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDW5,RYDMANFWWTPSCDW5,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDW6,RYDMANFWWTPSCDW6,Opeartor Workstation,Physical Host,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCD1,RYDMANFWWTPSCD1,Physical Host,Physical Host,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCD2,RYDMANFWWTPSCD2,Physical Host,Physical Host,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_PHY3,Physical Host 3,Physical Host,Physical Host,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_PHY4,Physical Host 4,Physical Host,Opeartor Workstation,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_OSOWS,OPERATOR-PC OLD SCADA,OPERATOR-PC OLD SCADA,Historian Server,,,,,,,,,,
Site,MNF-STP,RD_MNF-STP_RYDMANFWWTPSCDH1,RYDMNFWWTPSCDH1,Historian Server,GR Server,,,,,,,,,,
Site,HET-STP,RD_HET-STP_RYDHETWWTPSCDG1,RYDHETWWTPSCDG1,GR Server,DAS Server,,,,,,,,,,
Site,HET-STP,RD_HET-STP_RYDHETWWTPSCDD1,RYDHETWWTPSCDD1,DAS Server,DAS Server,,,,,,,,,,
Site,HET-STP,RD_HET-STP_RYDHETWWTPSCDD2,RYDHETWWTPSCDD2,DAS Server,Opeartor Workstation,,,,,,,,,,
Site,HET-STP,RYDHETWWTPSCDW1,RYDHETWWTPSCDW1,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HET-STP,RYDHETWWTPSCDW2,RYDHETWWTPSCDW2,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HET-STP,RYDHETWWTPSCDW3,RYDHETWWTPSCDW3,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HET-STP,RYDHETWWTPSCDW4,RYDHETWWTPSCDW4,Opeartor Workstation,,,,,,,,,,,
Site,HET-STP,RD_HEET-STP_TTP001-PC,,,,,,,,,,,,,
Site,HET-STP,RD_HEET-STP_SERVER-1,,,,,,,,,,,,,
Site,HET-STP,RD_HEET-STP_DELL,,,,,,,,,,,,,
