Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Asset Firmware,Redundant Asset Pair ID (If Applicable),Connected SCADA Server,Asset Contact Person,Asset Parent ID,Comments
SubSite,RD_WAS-WTP_WEL103,RD_WAS-WTP_WEL103_RTU2,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL104,RD_WAS-WTP_WEL104_RTU3,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL105,RD_WAS-WTP_WEL105_RTU4,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL106,RD_WAS-WTP_WEL106_RTU5,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL107,RD_WAS-WTP_WEL107_RTU6,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL109,RD_WAS-WTP_WEL109_RTU7,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL110,RD_WAS-WTP_WEL110_RTU8,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL111,RD_WAS-WTP_WEL111_RTU9,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL112,RD_WAS-WTP_WEL112_RTU10,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL113,RD_WAS-WTP_WEL113_RTU11,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL114,RD_WAS-WTP_WEL114_RTU12,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL115,RD_WAS-WTP_WEL115_RTU13,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL116,RD_WAS-WTP_WEL116_RTU14,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL201,RD_WAS-WTP_WEL201_RTU15,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL202,RD_WAS-WTP_WEL202_RTU16,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL203,RD_WAS-WTP_WEL203_RTU17,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL204,RD_WAS-WTP_WEL204_RTU18,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL207,RD_WAS-WTP_WEL207_RTU19,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL208,RD_WAS-WTP_WEL208_RTU20,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL211,RD_WAS-WTP_WEL211_RTU21,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL213,RD_WAS-WTP_WEL213_RTU22,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL214,RD_WAS-WTP_WEL214_RTU23,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL215,RD_WAS-WTP_WEL215_RTU24,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL216,RD_WAS-WTP_WEL216_RTU25,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL301,RD_WAS-WTP_WEL301_RTU26,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL302,RD_WAS-WTP_WEL302_RTU27,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL303,RD_WAS-WTP_WEL303_RTU28,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL306,RD_WAS-WTP_WEL306_RTU29,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL307,RD_WAS-WTP_WEL307_RTU30,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL308,RD_WAS-WTP_WEL308_RTU31,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL309,RD_WAS-WTP_WEL309_RTU32,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL310,RD_WAS-WTP_WEL310_RTU33,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL311,RD_WAS-WTP_WEL311_RTU34,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL312,RD_WAS-WTP_WEL312_RTU35,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL314,RD_WAS-WTP_WEL314_RTU36,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL316,RD_WAS-WTP_WEL316_RTU37,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL401,RD_WAS-WTP_WEL401_RTU38,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL403,RD_WAS-WTP_WEL403_RTU39,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL404,RD_WAS-WTP_WEL404_RTU40,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL405,RD_WAS-WTP_WEL405_RTU41,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL406,RD_WAS-WTP_WEL406_RTU42,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL407,RD_WAS-WTP_WEL407_RTU43,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL408,RD_WAS-WTP_WEL408_RTU44,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL410,RD_WAS-WTP_WEL410_RTU45,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL411,RD_WAS-WTP_WEL411_RTU46,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL412,RD_WAS-WTP_WEL412_RTU47,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL414,RD_WAS-WTP_WEL414_RTU48,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL415,RD_WAS-WTP_WEL415_RTU49,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_BEA-1,RD_MNF-STP_BEA-1_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_MNF-STP_BEA-3,RD_MNF-STP_BEA-3_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_MNF-STP_HAY-9,RD_MNF-STP_HAY-9_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_MNF-STP_HAY-10,RD_MNF-STP_HAY-10_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_MNF-STP_HAY-12,RD_MNF-STP_HAY-12_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-10,RD_SHM-WTP_NIS-10_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-100,RD_SHM-WTP_NIS-100_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-101,RD_SHM-WTP_NIS-101_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-13,RD_SHM-WTP_NIS-13_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-90,RD_SHM-WTP_NIS-90_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-91,RD_SHM-WTP_NIS-91_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-92,RD_SHM-WTP_NIS-92_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-93,RD_SHM-WTP_NIS-93_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-94,RD_SHM-WTP_NIS-94_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-95,RD_SHM-WTP_NIS-95_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-96,RD_SHM-WTP_NIS-96_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-97,RD_SHM-WTP_NIS-97_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-98,RD_SHM-WTP_NIS-98_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_NIS-99,RD_SHM-WTP_NIS-99_PLC,,_PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XB0,,,,,,,,
SubSite,RD_SHM-WTP_WEL101,RD_SHM-WTP_WEL101_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL102,RD_WAS-WTP_WEL102_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL103,RD_WAS-WTP_WEL103_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL104,RD_WAS-WTP_WEL104_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL105,RD_WAS-WTP_WEL105_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL106,RD_WAS-WTP_WEL106_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL107,RD_WAS-WTP_WEL107_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL108,RD_WAS-WTP_WEL108_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL109,RD_WAS-WTP_WEL109_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL110,RD_WAS-WTP_WEL110_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL111,RD_WAS-WTP_WEL111_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL112,RD_WAS-WTP_WEL112_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL113,RD_WAS-WTP_WEL113_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL114,RD_WAS-WTP_WEL114_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL115,RD_WAS-WTP_WEL115_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL116,RD_WAS-WTP_WEL116_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL201,RD_WAS-WTP_WEL201_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL202,RD_WAS-WTP_WEL202_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL203,RD_WAS-WTP_WEL203_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL204,RD_WAS-WTP_WEL204_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL205,RD_WAS-WTP_WEL205_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL206,RD_WAS-WTP_WEL206_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL207,RD_WAS-WTP_WEL207_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL208,RD_WAS-WTP_WEL208_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL209,RD_WAS-WTP_WEL209_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL210,RD_WAS-WTP_WEL210_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL211,RD_WAS-WTP_WEL211_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL212,RD_WAS-WTP_WEL212_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL213,RD_WAS-WTP_WEL213_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL214,RD_WAS-WTP_WEL214_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL215,RD_WAS-WTP_WEL215_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL216,RD_WAS-WTP_WEL216_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL301,RD_WAS-WTP_WEL301_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL302,RD_WAS-WTP_WEL302_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL303,RD_WAS-WTP_WEL303_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL304,RD_WAS-WTP_WEL304_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL305,RD_WAS-WTP_WEL305_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL306,RD_WAS-WTP_WEL306_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL307,RD_WAS-WTP_WEL307_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL308,RD_WAS-WTP_WEL308_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL309,RD_WAS-WTP_WEL309_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL310,RD_WAS-WTP_WEL310_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL311,RD_WAS-WTP_WEL311_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL312,RD_WAS-WTP_WEL312_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL313,RD_WAS-WTP_WEL313_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL314,RD_WAS-WTP_WEL314_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL316,RD_WAS-WTP_WEL316_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL401,RD_WAS-WTP_WEL401_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL402,RD_WAS-WTP_WEL402_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL403,RD_WAS-WTP_WEL403_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL404,RD_WAS-WTP_WEL404_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL405,RD_WAS-WTP_WEL405_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL406,RD_WAS-WTP_WEL406_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL407,RD_WAS-WTP_WEL407_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL408,RD_WAS-WTP_WEL408_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL409,RD_WAS-WTP_WEL409_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL410,RD_WAS-WTP_WEL410_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL411,RD_WAS-WTP_WEL411_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL412,RD_WAS-WTP_WEL412_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL414,RD_WAS-WTP_WEL414_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL415,RD_WAS-WTP_WEL415_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_WAS-WTP_WEL416,RD_WAS-WTP_WEL416_RTU,,_RTU,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_MNF-WTP_BEA-1,RD_MNF-WTBEA-1_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_MNF-WTP_BEA-3,RD_MNF-WTBEA-3_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_MNF-WTP_HAY-9,RD_MNF-WTHAY-9_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_MNF-WTP_HAY10,RD_MNF-WTHAY10_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_MNF-WTP_HAY12,RD_MNF-WTHAY12_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-10,RD_SHM-WTP_NIS-10_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-100,RD_SHM-WTP_NIS-100_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-101,RD_SHM-WTP_NIS-101_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-13,RD_SHM-WTP_NIS-13_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-90,RD_SHM-WTP_NIS-90_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-91,RD_SHM-WTP_NIS-91_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-92,RD_SHM-WTP_NIS-92_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-93,RD_SHM-WTP_NIS-93_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-94,RD_SHM-WTP_NIS-94_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-95,RD_SHM-WTP_NIS-95_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-96,RD_SHM-WTP_NIS-96_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-97,RD_SHM-WTP_NIS-97_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-98,RD_SHM-WTP_NIS-98_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-99,RD_SHM-WTP_NIS-99_RDM,GE RADIO MODEM,_RDM,Radio Modem,GE,RADIO MODEM,,,,,,,,,
SubSite,RD_SHM-WTP_WEL101,RD_SHM-WTP_WEL101_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL102,RD_WAS-WTP_WEL102_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL103,RD_WAS-WTP_WEL103_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL104,RD_WAS-WTP_WEL104_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL105,RD_WAS-WTP_WEL105_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL106,RD_WAS-WTP_WEL106_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL107,RD_WAS-WTP_WEL107_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL108,RD_WAS-WTP_WEL108_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL109,RD_WAS-WTP_WEL109_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL110,RD_WAS-WTP_WEL110_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL111,RD_WAS-WTP_WEL111_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL112,RD_WAS-WTP_WEL112_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL113,RD_WAS-WTP_WEL113_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL114,RD_WAS-WTP_WEL114_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL115,RD_WAS-WTP_WEL115_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL116,RD_WAS-WTP_WEL116_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL201,RD_WAS-WTP_WEL201_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL202,RD_WAS-WTP_WEL202_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL203,RD_WAS-WTP_WEL203_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL204,RD_WAS-WTP_WEL204_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL205,RD_WAS-WTP_WEL205_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL206,RD_WAS-WTP_WEL206_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL207,RD_WAS-WTP_WEL207_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL208,RD_WAS-WTP_WEL208_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL209,RD_WAS-WTP_WEL209_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL210,RD_WAS-WTP_WEL210_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL211,RD_WAS-WTP_WEL211_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL212,RD_WAS-WTP_WEL212_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL213,RD_WAS-WTP_WEL213_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL214,RD_WAS-WTP_WEL214_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL215,RD_WAS-WTP_WEL215_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL216,RD_WAS-WTP_WEL216_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL301,RD_WAS-WTP_WEL301_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL302,RD_WAS-WTP_WEL302_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL303,RD_WAS-WTP_WEL303_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL304,RD_WAS-WTP_WEL304_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
